"","V1","V2"
"172","IL6ST","HALLMARK_TNFA_SIGNALING_VIA_NFKB"
"173","SLC16A6","HALLMARK_TNFA_SIGNALING_VIA_NFKB"
"174","ABCA1","HALLMARK_TNFA_SIGNALING_VIA_NFKB"
"175","HES1","HALLMARK_TNFA_SIGNALING_VIA_NFKB"
"176","BCL6","HALLMARK_TNFA_SIGNALING_VIA_NFKB"
"177","IRS2","HALLMARK_TNFA_SIGNALING_VIA_NFKB"
"178","SLC2A3","HALLMARK_TNFA_SIGNALING_VIA_NFKB"
"179","CEBPD","HALLMARK_TNFA_SIGNALING_VIA_NFKB"
"180","IL23A","HALLMARK_TNFA_SIGNALING_VIA_NFKB"
"181","SMAD3","HALLMARK_TNFA_SIGNALING_VIA_NFKB"
"182","TAP1","HALLMARK_TNFA_SIGNALING_VIA_NFKB"
"183","MSC","HALLMARK_TNFA_SIGNALING_VIA_NFKB"
"184","IFIH1","HALLMARK_TNFA_SIGNALING_VIA_NFKB"
"185","IL15RA","HALLMARK_TNFA_SIGNALING_VIA_NFKB"
"186","TNIP2","HALLMARK_TNFA_SIGNALING_VIA_NFKB"
"187","BCL3","HALLMARK_TNFA_SIGNALING_VIA_NFKB"
"188","PANX1","HALLMARK_TNFA_SIGNALING_VIA_NFKB"
"189","FJX1","HALLMARK_TNFA_SIGNALING_VIA_NFKB"
"190","EDN1","HALLMARK_TNFA_SIGNALING_VIA_NFKB"
"191","EIF1","HALLMARK_TNFA_SIGNALING_VIA_NFKB"
"192","BMP2","HALLMARK_TNFA_SIGNALING_VIA_NFKB"
"193","DUSP4","HALLMARK_TNFA_SIGNALING_VIA_NFKB"
"194","PDLIM5","HALLMARK_TNFA_SIGNALING_VIA_NFKB"
"195","ICOSLG","HALLMARK_TNFA_SIGNALING_VIA_NFKB"
"196","GFPT2","HALLMARK_TNFA_SIGNALING_VIA_NFKB"
"197","KLF2","HALLMARK_TNFA_SIGNALING_VIA_NFKB"
"198","TNC","HALLMARK_TNFA_SIGNALING_VIA_NFKB"
"199","SERPINB8","HALLMARK_TNFA_SIGNALING_VIA_NFKB"
"200","MXD1
","HALLMARK_TNFA_SIGNALING_VIA_NFKB"
"201","PGK1","HALLMARK_HYPOXIA"
"202","PDK1","HALLMARK_HYPOXIA"
"203","GBE1","HALLMARK_HYPOXIA"
"204","PFKL","HALLMARK_HYPOXIA"
"205","ALDOA","HALLMARK_HYPOXIA"
"206","ENO2","HALLMARK_HYPOXIA"
"207","PGM1","HALLMARK_HYPOXIA"
"208","NDRG1","HALLMARK_HYPOXIA"
"209","HK2","HALLMARK_HYPOXIA"
"210","ALDOC","HALLMARK_HYPOXIA"
"211","GPI","HALLMARK_HYPOXIA"
"212","MXI1","HALLMARK_HYPOXIA"
"213","SLC2A1","HALLMARK_HYPOXIA"
"214","P4HA1","HALLMARK_HYPOXIA"
"215","ADM","HALLMARK_HYPOXIA"
"216","P4HA2","HALLMARK_HYPOXIA"
"217","ENO1","HALLMARK_HYPOXIA"
"218","PFKP","HALLMARK_HYPOXIA"
"219","AK4","HALLMARK_HYPOXIA"
"220","FAM162A","HALLMARK_HYPOXIA"
"221","PFKFB3","HALLMARK_HYPOXIA"
"222","VEGFA","HALLMARK_HYPOXIA"
"223","BNIP3L","HALLMARK_HYPOXIA"
"224","TPI1","HALLMARK_HYPOXIA"
"225","ERO1A","HALLMARK_HYPOXIA"
"226","KDM3A","HALLMARK_HYPOXIA"
"227","CCNG2","HALLMARK_HYPOXIA"
"228","LDHA","HALLMARK_HYPOXIA"
"229","GYS1","HALLMARK_HYPOXIA"
"230","GAPDH","HALLMARK_HYPOXIA"
"231","BHLHE40","HALLMARK_HYPOXIA"
"232","ANGPTL4","HALLMARK_HYPOXIA"
"233","JUN","HALLMARK_HYPOXIA"
"234","SERPINE1","HALLMARK_HYPOXIA"
"235","LOX","HALLMARK_HYPOXIA"
"236","GCK","HALLMARK_HYPOXIA"
"237","PPFIA4","HALLMARK_HYPOXIA"
"238","MAFF","HALLMARK_HYPOXIA"
"239","DDIT4","HALLMARK_HYPOXIA"
"240","SLC2A3","HALLMARK_HYPOXIA"
"241","IGFBP3","HALLMARK_HYPOXIA"
"242","NFIL3","HALLMARK_HYPOXIA"
"243","FOS","HALLMARK_HYPOXIA"
"244","RBPJ","HALLMARK_HYPOXIA"
"245","HK1","HALLMARK_HYPOXIA"
"246","CITED2","HALLMARK_HYPOXIA"
"247","ISG20","HALLMARK_HYPOXIA"
"248","GALK1","HALLMARK_HYPOXIA"
"249","WSB1","HALLMARK_HYPOXIA"
"250","PYGM","HALLMARK_HYPOXIA"
"251","STC1","HALLMARK_HYPOXIA"
"252","ZNF292","HALLMARK_HYPOXIA"
"253","BTG1","HALLMARK_HYPOXIA"
"254","PLIN2","HALLMARK_HYPOXIA"
"255","CSRP2","HALLMARK_HYPOXIA"
"256","VLDLR","HALLMARK_HYPOXIA"
"257","JMJD6","HALLMARK_HYPOXIA"
"258","EXT1","HALLMARK_HYPOXIA"
"259","F3","HALLMARK_HYPOXIA"
"260","PDK3","HALLMARK_HYPOXIA"
"261","ANKZF1","HALLMARK_HYPOXIA"
"262","UGP2","HALLMARK_HYPOXIA"
"263","ALDOB","HALLMARK_HYPOXIA"
"264","STC2","HALLMARK_HYPOXIA"
"265","ERRFI1","HALLMARK_HYPOXIA"
"266","ENO3","HALLMARK_HYPOXIA"
"267","PNRC1","HALLMARK_HYPOXIA"
"268","HMOX1","HALLMARK_HYPOXIA"
"269","PGF","HALLMARK_HYPOXIA"
"270","GAPDHS","HALLMARK_HYPOXIA"
"271","CHST2","HALLMARK_HYPOXIA"
"272","TMEM45A","HALLMARK_HYPOXIA"
"273","BCAN","HALLMARK_HYPOXIA"
"274","ATF3","HALLMARK_HYPOXIA"
"275","CAV1","HALLMARK_HYPOXIA"
"276","AMPD3","HALLMARK_HYPOXIA"
"277","GPC3","HALLMARK_HYPOXIA"
"278","NDST1","HALLMARK_HYPOXIA"
"279","IRS2","HALLMARK_HYPOXIA"
"280","SAP30","HALLMARK_HYPOXIA"
"281","GAA","HALLMARK_HYPOXIA"
"282","SDC4","HALLMARK_HYPOXIA"
"283","STBD1","HALLMARK_HYPOXIA"
"284","IER3","HALLMARK_HYPOXIA"
"285","PKLR","HALLMARK_HYPOXIA"
"286","IGFBP1","HALLMARK_HYPOXIA"
"287","PLAUR","HALLMARK_HYPOXIA"
"288","CAVIN3","HALLMARK_HYPOXIA"
"289","CCN5","HALLMARK_HYPOXIA"
"290","LARGE1","HALLMARK_HYPOXIA"
"291","NOCT","HALLMARK_HYPOXIA"
"292","S100A4","HALLMARK_HYPOXIA"
"293","RRAGD","HALLMARK_HYPOXIA"
"294","ZFP36","HALLMARK_HYPOXIA"
"295","EGFR","HALLMARK_HYPOXIA"
"296","EDN2","HALLMARK_HYPOXIA"
"297","IDS","HALLMARK_HYPOXIA"
"298","CDKN1A","HALLMARK_HYPOXIA"
"299","RORA","HALLMARK_HYPOXIA"
"300","DUSP1","HALLMARK_HYPOXIA"
"301","MIF","HALLMARK_HYPOXIA"
"302","PPP1R3C","HALLMARK_HYPOXIA"
"303","DPYSL4","HALLMARK_HYPOXIA"
"304","KDELR3","HALLMARK_HYPOXIA"
"305","DTNA","HALLMARK_HYPOXIA"
"306","ADORA2B","HALLMARK_HYPOXIA"
"307","HS3ST1","HALLMARK_HYPOXIA"
"308","CAVIN1","HALLMARK_HYPOXIA"
"309","NR3C1","HALLMARK_HYPOXIA"
"310","KLF6","HALLMARK_HYPOXIA"
"311","GPC4","HALLMARK_HYPOXIA"
"312","CCN1","HALLMARK_HYPOXIA"
"313","TNFAIP3","HALLMARK_HYPOXIA"
"314","CA12","HALLMARK_HYPOXIA"
"315","HEXA","HALLMARK_HYPOXIA"
"316","BGN","HALLMARK_HYPOXIA"
"317","PPP1R15A","HALLMARK_HYPOXIA"
"318","PGM2","HALLMARK_HYPOXIA"
"319","PIM1","HALLMARK_HYPOXIA"
"320","PRDX5","HALLMARK_HYPOXIA"
"321","NAGK","HALLMARK_HYPOXIA"
"322","CDKN1B","HALLMARK_HYPOXIA"
"323","BRS3","HALLMARK_HYPOXIA"
"324","TKTL1","HALLMARK_HYPOXIA"
"325","MT1E","HALLMARK_HYPOXIA"
"326","ATP7A","HALLMARK_HYPOXIA"
"327","MT2A","HALLMARK_HYPOXIA"
"328","SDC3","HALLMARK_HYPOXIA"
"329","TIPARP","HALLMARK_HYPOXIA"
"330","PKP1","HALLMARK_HYPOXIA"
"331","ANXA2","HALLMARK_HYPOXIA"
"332","PGAM2","HALLMARK_HYPOXIA"
"333","DDIT3","HALLMARK_HYPOXIA"
"334","PRKCA","HALLMARK_HYPOXIA"
"335","SLC37A4","HALLMARK_HYPOXIA"
"336","CXCR4","HALLMARK_HYPOXIA"
"337","EFNA3","HALLMARK_HYPOXIA"
"338","CP","HALLMARK_HYPOXIA"
"339","KLF7","HALLMARK_HYPOXIA"
"340","CCN2","HALLMARK_HYPOXIA"
"341","CHST3","HALLMARK_HYPOXIA"
"342","TPD52","HALLMARK_HYPOXIA"
"343","LXN","HALLMARK_HYPOXIA"
"344","B4GALNT2","HALLMARK_HYPOXIA"
"345","PPARGC1A","HALLMARK_HYPOXIA"
"346","BCL2","HALLMARK_HYPOXIA"
"347","GCNT2","HALLMARK_HYPOXIA"
"348","HAS1","HALLMARK_HYPOXIA"
"349","KLHL24","HALLMARK_HYPOXIA"
"350","SCARB1","HALLMARK_HYPOXIA"
"351","SLC25A1","HALLMARK_HYPOXIA"
"352","SDC2","HALLMARK_HYPOXIA"
"353","CASP6","HALLMARK_HYPOXIA"
"354","VHL","HALLMARK_HYPOXIA"
"355","FOXO3","HALLMARK_HYPOXIA"
"356","PDGFB","HALLMARK_HYPOXIA"
"357","B3GALT6","HALLMARK_HYPOXIA"
"358","SLC2A5","HALLMARK_HYPOXIA"
"359","SRPX","HALLMARK_HYPOXIA"
"360","EFNA1","HALLMARK_HYPOXIA"
"361","GLRX","HALLMARK_HYPOXIA"
"362","ACKR3","HALLMARK_HYPOXIA"
"363","PAM","HALLMARK_HYPOXIA"
"364","TGFBI","HALLMARK_HYPOXIA"
"365","DCN","HALLMARK_HYPOXIA"
"366","SIAH2","HALLMARK_HYPOXIA"
"367","PLAC8","HALLMARK_HYPOXIA"
"368","FBP1","HALLMARK_HYPOXIA"
"369","TPST2","HALLMARK_HYPOXIA"
"370","PHKG1","HALLMARK_HYPOXIA"
"371","MYH9","HALLMARK_HYPOXIA"
"372","CDKN1C","HALLMARK_HYPOXIA"
"373","GRHPR","HALLMARK_HYPOXIA"
"374","PCK1","HALLMARK_HYPOXIA"
"375","INHA","HALLMARK_HYPOXIA"
"376","HSPA5","HALLMARK_HYPOXIA"
"377","NDST2","HALLMARK_HYPOXIA"
"378","NEDD4L","HALLMARK_HYPOXIA"
"379","TPBG","HALLMARK_HYPOXIA"
"380","XPNPEP1","HALLMARK_HYPOXIA"
"381","IL6","HALLMARK_HYPOXIA"
"382","SLC6A6","HALLMARK_HYPOXIA"
"383","MAP3K1","HALLMARK_HYPOXIA"
"384","LDHC","HALLMARK_HYPOXIA"
"385","AKAP12","HALLMARK_HYPOXIA"
"386","TES","HALLMARK_HYPOXIA"
"387","KIF5A","HALLMARK_HYPOXIA"
"388","LALBA","HALLMARK_HYPOXIA"
"389","COL5A1","HALLMARK_HYPOXIA"
"390","GPC1","HALLMARK_HYPOXIA"
"391","HDLBP","HALLMARK_HYPOXIA"
"392","ILVBL","HALLMARK_HYPOXIA"
"393","NCAN","HALLMARK_HYPOXIA"
"394","TGM2","HALLMARK_HYPOXIA"
"395","ETS1","HALLMARK_HYPOXIA"
"396","HOXB9","HALLMARK_HYPOXIA"
"397","SELENBP1","HALLMARK_HYPOXIA"
"398","FOSL2","HALLMARK_HYPOXIA"
"399","SULT2B1","HALLMARK_HYPOXIA"
"400","TGFB3
","HALLMARK_HYPOXIA"
"401","FDPS","HALLMARK_CHOLESTEROL_HOMEOSTASIS"
"402","CYP51A1","HALLMARK_CHOLESTEROL_HOMEOSTASIS"
"403","IDI1","HALLMARK_CHOLESTEROL_HOMEOSTASIS"
"404","FDFT1","HALLMARK_CHOLESTEROL_HOMEOSTASIS"
"405","DHCR7","HALLMARK_CHOLESTEROL_HOMEOSTASIS"
"406","SQLE","HALLMARK_CHOLESTEROL_HOMEOSTASIS"
"407","HMGCS1","HALLMARK_CHOLESTEROL_HOMEOSTASIS"
"408","NSDHL","HALLMARK_CHOLESTEROL_HOMEOSTASIS"
"409","LSS","HALLMARK_CHOLESTEROL_HOMEOSTASIS"
"410","MVD","HALLMARK_CHOLESTEROL_HOMEOSTASIS"
"411","LDLR","HALLMARK_CHOLESTEROL_HOMEOSTASIS"
"412","TM7SF2","HALLMARK_CHOLESTEROL_HOMEOSTASIS"
"413","ALDOC","HALLMARK_CHOLESTEROL_HOMEOSTASIS"
"414","EBP","HALLMARK_CHOLESTEROL_HOMEOSTASIS"
"415","SCD","HALLMARK_CHOLESTEROL_HOMEOSTASIS"
"416","PMVK","HALLMARK_CHOLESTEROL_HOMEOSTASIS"
"417","MVK","HALLMARK_CHOLESTEROL_HOMEOSTASIS"
"418","LPL","HALLMARK_CHOLESTEROL_HOMEOSTASIS"
"419","SC5D","HALLMARK_CHOLESTEROL_HOMEOSTASIS"
"420","FADS2","HALLMARK_CHOLESTEROL_HOMEOSTASIS"
"421","HMGCR","HALLMARK_CHOLESTEROL_HOMEOSTASIS"
"422","HSD17B7","HALLMARK_CHOLESTEROL_HOMEOSTASIS"
"423","ANXA13","HALLMARK_CHOLESTEROL_HOMEOSTASIS"
"424","SREBF2","HALLMARK_CHOLESTEROL_HOMEOSTASIS"
"425","PCYT2","HALLMARK_CHOLESTEROL_HOMEOSTASIS"
"426","ACSS2","HALLMARK_CHOLESTEROL_HOMEOSTASIS"
"427","ATF3","HALLMARK_CHOLESTEROL_HOMEOSTASIS"
"428","ADH4","HALLMARK_CHOLESTEROL_HOMEOSTASIS"
"429","ETHE1","HALLMARK_CHOLESTEROL_HOMEOSTASIS"
"430","ECH1","HALLMARK_CHOLESTEROL_HOMEOSTASIS"
"431","CBS","HALLMARK_CHOLESTEROL_HOMEOSTASIS"
"432","GUSB","HALLMARK_CHOLESTEROL_HOMEOSTASIS"
"433","FASN","HALLMARK_CHOLESTEROL_HOMEOSTASIS"
"434","LGALS3","HALLMARK_CHOLESTEROL_HOMEOSTASIS"
"435","ATF5","HALLMARK_CHOLESTEROL_HOMEOSTASIS"
"436","ANXA5","HALLMARK_CHOLESTEROL_HOMEOSTASIS"
"437","TP53INP1","HALLMARK_CHOLESTEROL_HOMEOSTASIS"
"438","CHKA","HALLMARK_CHOLESTEROL_HOMEOSTASIS"
"439","GSTM2","HALLMARK_CHOLESTEROL_HOMEOSTASIS"
"440","ACAT2","HALLMARK_CHOLESTEROL_HOMEOSTASIS"
